CSV Version;1
"File name";"63_3a_matte_10x.rpt"
"Title";"63_3a_matte_10x"
"Measurement date";"11/23/2016"
"Measurement time";"2:29:40 PM"
"User mode";"Expert"
"Objective lens";"Standard lens 10.0";"x"
"NA";"0.300"
"Size";"Super fine"
"Mode";"Surface profile"
"RPD";"ON"
"Quality";"High accuracy"
"Pitch";"2.000 ";"um"
"Z measurement distance";"235.848 ";"um"
"Double scan";"Auto(ON)"
"Brightness1";"6610"
"Brightness2";"7305"
"ND filter";"3";"%";"30";"%"
"Optical zoom";"1.0";"x"
"Average count";"1";"time"
"Filter";"OFF"
"Fine mode";"ON"
"Line count";"---"
"Line position1";"---"
"Line position2";"---"
"Line position3";"---"
"Camera gain";"0";"dB"
"Shutter speed";"Auto"
"White balance mode";"Auto"
"White balance R";"135"
"White balance B";"157"
"Intensity correction mode";"Gamma correction"
"Gamma correction value";"0.45"
"Gamma offset";"0";"%"
"W/B inversion";"OFF"
"Head type";"VK-X210"
"Correct intensity eccentricity";"ON"
"Correct field curvature";"ON"
"XY calibration";"699.558 ";"nm/pixel"
"Z calibration";"0.100 ";"nm/digit"
"Saturation";"5"
"Contrast";"5"
"Brightness";"0"
"AI noise elimination";"Auto(ON)"
"Angled surface noise filter";"Auto(ON)"

"Bump measurement"
"";"Average height";"";"Max. height";"";"C.S. area";"";"Surface area";"";"Volume";"";"Area ratio";"";"Perimeter";"";"Horz. Feret diameter";"";"Vert. Feret diameter";"";"Circle equivalent dia";"";"Comment"
"25";"-26.5297";"um";"-42.5724";"um";"1168.1534";"um2";"6679.9079";"um2";"30990.8062";"um3";"0.076";"%";"130.2343";"um";"41.9735";"um";"36.3770";"um";"38.5660";"um";""
"26";"-27.3097";"um";"-43.7906";"um";"1524.9124";"um2";"10059.5547";"um2";"41644.8427";"um3";"0.099";"%";"159.0653";"um";"49.6686";"um";"39.8748";"um";"44.0633";"um";""
"27";"-32.2745";"um";"-47.8264";"um";"1311.5421";"um2";"8945.8586";"um2";"42329.3374";"um3";"0.085";"%";"157.0867";"um";"46.8704";"um";"37.7761";"um";"40.8645";"um";""
"28";"-31.5887";"um";"-47.6585";"um";"1110.8958";"um2";"7944.9405";"um2";"35091.7347";"um3";"0.072";"%";"136.7498";"um";"39.8748";"um";"36.3770";"um";"37.6090";"um";""
"29";"-43.2449";"um";"-63.7573";"um";"1235.6880";"um2";"10332.7764";"um2";"53437.1969";"um3";"0.080";"%";"138.7987";"um";"41.9735";"um";"37.7761";"um";"39.6652";"um";""
"30";"-36.3650";"um";"-54.3406";"um";"1046.2974";"um2";"7849.4676";"um2";"38048.6491";"um3";"0.068";"%";"124.6378";"um";"41.2739";"um";"34.9779";"um";"36.4991";"um";""
"31";"-41.6824";"um";"-58.9255";"um";"1103.0657";"um2";"8176.6617";"um2";"45978.4739";"um3";"0.072";"%";"129.6547";"um";"42.6730";"um";"34.2783";"um";"37.4762";"um";""
"32";"-44.6172";"um";"-73.7571";"um";"725.7526";"um2";"7404.4472";"um2";"32381.0477";"um3";"0.047";"%";"111.9463";"um";"35.6775";"um";"28.6819";"um";"30.3983";"um";""
"33";"-39.3198";"um";"-66.3665";"um";"995.4018";"um2";"8513.2614";"um2";"39138.9728";"um3";"0.065";"%";"126.6868";"um";"41.2739";"um";"32.1797";"um";"35.6003";"um";""
"34";"-23.0269";"um";"-38.6630";"um";"1192.6225";"um2";"8052.0320";"um2";"27462.3565";"um3";"0.077";"%";"132.0432";"um";"41.2739";"um";"37.0766";"um";"38.9679";"um";""
"35";"-28.1218";"um";"-44.8065";"um";"1483.8044";"um2";"9102.6790";"um2";"41727.2909";"um3";"0.096";"%";"157.4261";"um";"50.3682";"um";"39.1752";"um";"43.4654";"um";""
"36";"-36.6832";"um";"-52.3893";"um";"1112.3639";"um2";"7473.1726";"um2";"40805.0385";"um3";"0.072";"%";"134.1916";"um";"39.1752";"um";"38.4757";"um";"37.6338";"um";""
"37";"-40.8063";"um";"-59.0694";"um";"1228.3473";"um2";"8602.1879";"um2";"50124.2959";"um3";"0.080";"%";"137.6397";"um";"43.3726";"um";"37.7761";"um";"39.5472";"um";""
"38";"-23.0224";"um";"-40.3441";"um";"1097.1931";"um2";"7935.8360";"um2";"25259.9867";"um3";"0.071";"%";"129.5844";"um";"42.6730";"um";"34.9779";"um";"37.3763";"um";""
"39";"-26.3197";"um";"-42.1097";"um";"1336.9900";"um2";"8135.2926";"um2";"35189.1238";"um3";"0.087";"%";"139.7880";"um";"47.5699";"um";"37.0766";"um";"41.2590";"um";""
"40";"-31.5348";"um";"-48.6653";"um";"1109.9170";"um2";"7656.2495";"um2";"35001.0564";"um3";"0.072";"%";"135.5204";"um";"44.0722";"um";"34.9779";"um";"37.5924";"um";""
"41";"-38.8613";"um";"-56.8533";"um";"1089.3630";"um2";"7957.5673";"um2";"42334.0559";"um3";"0.071";"%";"132.3827";"um";"40.5744";"um";"35.6775";"um";"37.2427";"um";""
"42";"-33.5932";"um";"-64.5638";"um";"942.5486";"um2";"8100.0182";"um2";"31663.2343";"um3";"0.061";"%";"136.5800";"um";"39.8748";"um";"33.5788";"um";"34.6423";"um";""
"43";"-40.4903";"um";"-64.6193";"um";"1092.7887";"um2";"9082.1947";"um2";"44247.3933";"um3";"0.071";"%";"133.3720";"um";"41.9735";"um";"36.3770";"um";"37.3012";"um";""
"44";"-44.6162";"um";"-71.0348";"um";"709.6030";"um2";"7768.9561";"um2";"31659.7605";"um3";"0.046";"%";"116.5826";"um";"30.7806";"um";"32.8792";"um";"30.0582";"um";""
"45";"-25.9044";"um";"-40.1107";"um";"1083.0010";"um2";"6577.0037";"um2";"28054.4705";"um3";"0.070";"%";"129.6547";"um";"41.2739";"um";"37.7761";"um";"37.1338";"um";""
"46";"-35.6204";"um";"-51.5583";"um";"1169.1322";"um2";"8334.4063";"um2";"41644.9631";"um3";"0.076";"%";"135.1809";"um";"41.2739";"um";"38.4757";"um";"38.5822";"um";""
"47";"-38.8200";"um";"-55.0098";"um";"1140.2587";"um2";"7829.2958";"um2";"44264.8554";"um3";"0.074";"%";"137.1596";"um";"41.2739";"um";"39.8748";"um";"38.1028";"um";""
"48";"-20.7454";"um";"-41.4288";"um";"997.8487";"um2";"6157.0053";"um2";"20700.7633";"um3";"0.065";"%";"146.3738";"um";"41.9735";"um";"34.2783";"um";"35.6441";"um";""
"49";"-31.8138";"um";"-47.9656";"um";"1129.4923";"um2";"7889.3034";"um2";"35933.4645";"um3";"0.073";"%";"136.9898";"um";"40.5744";"um";"37.0766";"um";"37.9225";"um";""
"50";"-28.0337";"um";"-44.4379";"um";"1094.7462";"um2";"7295.9744";"um2";"30689.8407";"um3";"0.071";"%";"127.0966";"um";"41.2739";"um";"35.6775";"um";"37.3346";"um";""
"51";"-24.3461";"um";"-148.5295";"um";"1368.7998";"um2";"10239.6764";"um2";"33324.8938";"um3";"0.089";"%";"140.2681";"um";"45.4713";"um";"39.1752";"um";"41.7470";"um";""
"52";"-37.8575";"um";"-55.3305";"um";"1163.2596";"um2";"9238.7936";"um2";"44038.1045";"um3";"0.076";"%";"134.6717";"um";"41.9735";"um";"35.6775";"um";"38.4852";"um";""
"53";"-41.6189";"um";"-59.5902";"um";"1030.6372";"um2";"9500.8870";"um2";"42893.9444";"um3";"0.067";"%";"127.6761";"um";"37.7761";"um";"36.3770";"um";"36.2250";"um";""
"54";"-44.3519";"um";"-66.4421";"um";"1141.7268";"um2";"9877.9842";"um2";"50637.7971";"um3";"0.074";"%";"133.2023";"um";"41.9735";"um";"36.3770";"um";"38.1273";"um";""
"55";"-37.6024";"um";"-67.8195";"um";"506.9991";"um2";"5415.1216";"um2";"19064.3675";"um3";"0.033";"%";"100.4139";"um";"28.6819";"um";"27.2828";"um";"25.4073";"um";""
"56";"-25.4877";"um";"-43.1830";"um";"1278.2642";"um2";"8918.5741";"um2";"32579.9788";"um3";"0.083";"%";"136.5800";"um";"43.3726";"um";"38.4757";"um";"40.3427";"um";""
"57";"-29.7184";"um";"-46.3270";"um";"1178.4304";"um2";"8490.0601";"um2";"35021.0668";"um3";"0.077";"%";"135.7604";"um";"41.9735";"um";"38.4757";"um";"38.7353";"um";""
"58";"-30.4669";"um";"-43.5628";"um";"1381.5237";"um2";"8258.6170";"um2";"42090.7230";"um3";"0.090";"%";"146.5436";"um";"47.5699";"um";"38.4757";"um";"41.9406";"um";""
"59";"-35.4407";"um";"-51.4944";"um";"1185.2817";"um2";"7574.9580";"um2";"42007.2144";"um3";"0.077";"%";"138.7987";"um";"41.9735";"um";"38.4757";"um";"38.8477";"um";""
"60";"-32.7433";"um";"-48.7198";"um";"1179.4092";"um2";"7652.6449";"um2";"38617.7281";"um3";"0.077";"%";"134.6014";"um";"39.8748";"um";"37.7761";"um";"38.7514";"um";""
"61";"-28.2256";"um";"-44.7923";"um";"1208.7720";"um2";"7684.0018";"um2";"34118.3491";"um3";"0.079";"%";"134.5019";"um";"44.7717";"um";"34.2783";"um";"39.2308";"um";""
"62";"-27.1309";"um";"-42.5299";"um";"1175.0047";"um2";"7424.9327";"um2";"31878.9388";"um3";"0.076";"%";"132.0432";"um";"43.3726";"um";"35.6775";"um";"38.6790";"um";""
"63";"-39.3816";"um";"-58.8453";"um";"1027.7009";"um2";"7831.0173";"um2";"40472.5151";"um3";"0.067";"%";"130.5738";"um";"39.8748";"um";"36.3770";"um";"36.1733";"um";""
"64";"-43.0475";"um";"-62.2194";"um";"1209.2614";"um2";"9584.9923";"um2";"52055.7278";"um3";"0.079";"%";"147.5329";"um";"43.3726";"um";"37.0766";"um";"39.2387";"um";""
"65";"-35.2243";"um";"-52.3515";"um";"919.5476";"um2";"7091.3067";"um2";"32390.3767";"um3";"0.060";"%";"117.3028";"um";"38.4757";"um";"32.1797";"um";"34.2170";"um";""
"66";"-41.5588";"um";"-83.6217";"um";"937.6548";"um2";"8476.5911";"um2";"38967.8349";"um3";"0.061";"%";"139.4486";"um";"39.1752";"um";"32.1797";"um";"34.5523";"um";""
"67";"-26.9303";"um";"-41.6028";"um";"1170.1109";"um2";"8072.9874";"um2";"31511.3957";"um3";"0.076";"%";"135.8307";"um";"42.6730";"um";"37.0766";"um";"38.5983";"um";""
"68";"-28.6237";"um";"-45.3555";"um";"1249.8801";"um2";"6778.7156";"um2";"35776.2233";"um3";"0.081";"%";"143.9151";"um";"44.7717";"um";"37.0766";"um";"39.8923";"um";""
"69";"-29.7403";"um";"-46.2511";"um";"1233.2411";"um2";"8415.5652";"um2";"36676.9491";"um3";"0.080";"%";"136.6503";"um";"41.9735";"um";"37.0766";"um";"39.6259";"um";""
"70";"-30.0544";"um";"-46.7283";"um";"1240.5818";"um2";"8476.8159";"um2";"37284.9143";"um3";"0.081";"%";"137.6397";"um";"42.6730";"um";"38.4757";"um";"39.7437";"um";""
"71";"-26.6730";"um";"-50.1874";"um";"1114.8108";"um2";"7372.0447";"um2";"29735.3297";"um3";"0.072";"%";"130.7435";"um";"41.9735";"um";"36.3770";"um";"37.6752";"um";""
"72";"-29.9204";"um";"-43.7122";"um";"1283.1580";"um2";"7492.1809";"um2";"38392.5819";"um3";"0.083";"%";"144.5649";"um";"47.5699";"um";"36.3770";"um";"40.4199";"um";""
"73";"-31.9891";"um";"-46.4240";"um";"1186.2605";"um2";"7955.8485";"um2";"37947.3875";"um3";"0.077";"%";"134.6014";"um";"39.8748";"um";"37.7761";"um";"38.8638";"um";""
"74";"-35.6347";"um";"-51.5733";"um";"1278.7536";"um2";"8930.2063";"um2";"45567.9543";"um3";"0.083";"%";"136.9898";"um";"43.3726";"um";"39.8748";"um";"40.3505";"um";""
"75";"-35.6186";"um";"-53.9624";"um";"1273.3704";"um2";"9175.7078";"um2";"45355.6881";"um3";"0.083";"%";"143.7453";"um";"43.3726";"um";"39.1752";"um";"40.2654";"um";""
"76";"-24.8181";"um";"-55.1176";"um";"959.1875";"um2";"7932.1176";"um2";"23805.2005";"um3";"0.062";"%";"137.3996";"um";"39.1752";"um";"33.5788";"um";"34.9468";"um";""
"77";"-42.5983";"um";"-63.3881";"um";"1052.1700";"um2";"8012.3777";"um2";"44820.6884";"um3";"0.068";"%";"139.3783";"um";"40.5744";"um";"33.5788";"um";"36.6014";"um";""
"78";"-31.0125";"um";"-46.1159";"um";"1262.1146";"um2";"7854.5182";"um2";"39141.3647";"um3";"0.082";"%";"136.8201";"um";"44.0722";"um";"37.0766";"um";"40.0871";"um";""
"79";"-26.0970";"um";"-44.3338";"um";"1301.7545";"um2";"6678.8689";"um2";"33971.9283";"um3";"0.085";"%";"147.3632";"um";"46.8704";"um";"34.9779";"um";"40.7117";"um";""
"80";"-28.4920";"um";"-46.6363";"um";"1165.2171";"um2";"8060.0681";"um2";"33199.3781";"um3";"0.076";"%";"137.7391";"um";"44.0722";"um";"37.7761";"um";"38.5175";"um";""
"81";"-28.5991";"um";"-44.0739";"um";"1121.1728";"um2";"6590.3161";"um2";"32064.5236";"um3";"0.073";"%";"135.0112";"um";"41.9735";"um";"35.6775";"um";"37.7826";"um";""
"82";"-25.8324";"um";"-42.8902";"um";"1254.2845";"um2";"7988.1248";"um2";"32401.1174";"um3";"0.081";"%";"136.0708";"um";"41.9735";"um";"37.0766";"um";"39.9625";"um";""
"83";"-24.6346";"um";"-39.5313";"um";"1211.7083";"um2";"7691.7221";"um2";"29850.0066";"um3";"0.079";"%";"157.6662";"um";"46.8704";"um";"37.0766";"um";"39.2784";"um";""
"84";"-29.5881";"um";"-45.7020";"um";"1179.4092";"um2";"8131.2489";"um2";"34896.5008";"um3";"0.077";"%";"132.4530";"um";"44.7717";"um";"34.9779";"um";"38.7514";"um";""
"85";"-26.5616";"um";"-41.0673";"um";"1136.8330";"um2";"7543.2862";"um2";"30196.1286";"um3";"0.074";"%";"128.6654";"um";"40.5744";"um";"37.0766";"um";"38.0455";"um";""
"86";"-34.8927";"um";"-50.5940";"um";"1257.2208";"um2";"8169.1627";"um2";"43867.7962";"um3";"0.082";"%";"142.5863";"um";"44.7717";"um";"38.4757";"um";"40.0093";"um";""
"87";"-37.8955";"um";"-55.9080";"um";"1076.1497";"um2";"8573.2221";"um2";"40781.2428";"um3";"0.070";"%";"139.7880";"um";"42.6730";"um";"32.8792";"um";"37.0162";"um";""
"88";"-26.9210";"um";"-50.7094";"um";"807.4793";"um2";"6454.0130";"um2";"21738.1793";"um3";"0.052";"%";"125.0476";"um";"36.3770";"um";"33.5788";"um";"32.0642";"um";""
"89";"-27.4908";"um";"-43.5543";"um";"1463.7398";"um2";"7833.7460";"um2";"40239.3425";"um3";"0.095";"%";"161.6938";"um";"48.2695";"um";"40.5744";"um";"43.1705";"um";""
"90";"-28.3261";"um";"-41.6985";"um";"1343.3519";"um2";"6484.0939";"um2";"38051.9171";"um3";"0.087";"%";"143.5053";"um";"47.5699";"um";"39.1752";"um";"41.3571";"um";""
"91";"-25.4251";"um";"-40.8217";"um";"1157.3870";"um2";"7105.9057";"um2";"29426.6450";"um3";"0.075";"%";"130.6441";"um";"39.8748";"um";"37.7761";"um";"38.3879";"um";""
"92";"-25.9731";"um";"-41.1442";"um";"1155.9189";"um2";"7167.0113";"um2";"30022.7681";"um3";"0.075";"%";"130.7144";"um";"41.2739";"um";"36.3770";"um";"38.3635";"um";""
"93";"-24.3067";"um";"-36.2798";"um";"1214.6446";"um2";"6584.8363";"um2";"29523.9804";"um3";"0.079";"%";"136.5800";"um";"41.2739";"um";"39.1752";"um";"39.3260";"um";""
"94";"-24.1491";"um";"-37.1740";"um";"1235.1986";"um2";"7504.3987";"um2";"29828.9345";"um3";"0.080";"%";"136.7206";"um";"44.7717";"um";"34.2783";"um";"39.6573";"um";""
"95";"-24.0130";"um";"-37.2922";"um";"1311.5421";"um2";"7313.0265";"um2";"31494.0581";"um3";"0.085";"%";"140.7774";"um";"47.5699";"um";"37.0766";"um";"40.8645";"um";""
"96";"-22.9938";"um";"-39.8790";"um";"1063.4258";"um2";"7315.0562";"um2";"24452.1965";"um3";"0.069";"%";"130.2343";"um";"40.5744";"um";"37.7761";"um";"36.7967";"um";""
"97";"-32.3444";"um";"-48.1421";"um";"1178.9198";"um2";"8524.4308";"um2";"38131.4614";"um3";"0.077";"%";"139.1382";"um";"43.3726";"um";"37.0766";"um";"38.7434";"um";""
"98";"-23.9850";"um";"-41.5649";"um";"1121.6622";"um2";"7089.0041";"um2";"26903.0115";"um3";"0.073";"%";"131.8734";"um";"42.6730";"um";"34.9779";"um";"37.7908";"um";""
"99";"-30.4183";"um";"-47.0414";"um";"929.3353";"um2";"7290.5879";"um2";"28268.8065";"um3";"0.060";"%";"120.3410";"um";"37.7761";"um";"31.4801";"um";"34.3986";"um";""

"Total";"-3189.1409";"um";"-5112.5431";"um";"113619.1892";"um2";"803566.2901";"um2";"3622404.2148";"um3";"7.380";"%";"13517.9637";"um";"4192.4511";"um";"3590.1317";"um";"3774.3137";"um";""
"Max.";"-19.2512";"um";"-35.3035";"um";"1524.9124";"um2";"11779.4041";"um2";"60125.3740";"um3";"0.099";"%";"174.3150";"um";"50.3682";"um";"40.5744";"um";"44.0633";"um";""
"Min.";"-53.7253";"um";"-148.5295";"um";"506.9991";"um2";"5415.1216";"um2";"16374.0500";"um3";"0.033";"%";"100.4139";"um";"28.6819";"um";"27.2828";"um";"25.4073";"um";""
"Ave.";"-32.2135";"um";"-51.6418";"um";"1147.6686";"um2";"8116.8312";"um2";"36589.9416";"um3";"0.075";"%";"136.5451";"um";"42.3480";"um";"36.2640";"um";"38.1244";"um";""
"Std. DV";"7.6324";"um";"14.4561";"um";"159.0915";"um2";"1164.9713";"um2";"8492.2189";"um3";"0.010";"%";"11.0111";"um";"3.5592";"um";"2.4002";"um";"2.7908";"um";""
"3sigma";"22.8972";"um";"43.3684";"um";"477.2744";"um2";"3494.9138";"um2";"25476.6567";"um3";"0.031";"%";"33.0334";"um";"10.6775";"um";"7.2006";"um";"8.3724";"um";""

"Concave measurement"
"Thresh.";"148.5295";"um"
"Ignore small areas";"1000";"pixel"
