CSV Version;1
"File name";"63_3b_matte_10x.rpt"
"Title";"63_3b_matte_10x"
"Measurement date";"11/23/2016"
"Measurement time";"2:40:12 PM"
"User mode";"Expert"
"Objective lens";"Standard lens 10.0";"x"
"NA";"0.300"
"Size";"Super fine"
"Mode";"Surface profile"
"RPD";"ON"
"Quality";"High accuracy"
"Pitch";"2.000 ";"um"
"Z measurement distance";"269.469 ";"um"
"Double scan";"Auto(ON)"
"Brightness1";"6610"
"Brightness2";"7305"
"ND filter";"3";"%";"30";"%"
"Optical zoom";"1.0";"x"
"Average count";"1";"time"
"Filter";"OFF"
"Fine mode";"ON"
"Line count";"---"
"Line position1";"---"
"Line position2";"---"
"Line position3";"---"
"Camera gain";"0";"dB"
"Shutter speed";"Auto"
"White balance mode";"Auto"
"White balance R";"135"
"White balance B";"157"
"Intensity correction mode";"Gamma correction"
"Gamma correction value";"0.45"
"Gamma offset";"0";"%"
"W/B inversion";"OFF"
"Head type";"VK-X210"
"Correct intensity eccentricity";"ON"
"Correct field curvature";"ON"
"XY calibration";"699.558 ";"nm/pixel"
"Z calibration";"0.100 ";"nm/digit"
"Saturation";"5"
"Contrast";"5"
"Brightness";"0"
"AI noise elimination";"Auto(ON)"
"Angled surface noise filter";"Auto(ON)"

"Bump measurement"
"";"Average height";"";"Max. height";"";"C.S. area";"";"Surface area";"";"Volume";"";"Area ratio";"";"Perimeter";"";"Horz. Feret diameter";"";"Vert. Feret diameter";"";"Circle equivalent dia";"";"Comment"
"44";"-29.1788";"um";"-43.3195";"um";"1133.4073";"um2";"7714.3785";"um2";"33071.4473";"um3";"0.074";"%";"131.3933";"um";"41.2739";"um";"36.3770";"um";"37.9881";"um";""
"45";"-27.6223";"um";"-43.8950";"um";"1130.4710";"um2";"7491.4451";"um2";"31226.1716";"um3";"0.073";"%";"135.0112";"um";"41.2739";"um";"36.3770";"um";"37.9389";"um";""
"46";"-28.1296";"um";"-42.5544";"um";"1227.8579";"um2";"8057.2743";"um2";"34539.1961";"um3";"0.080";"%";"134.6717";"um";"43.3726";"um";"35.6775";"um";"39.5393";"um";""
"47";"-25.8828";"um";"-40.7531";"um";"1012.5301";"um2";"7129.8528";"um2";"26207.0970";"um3";"0.066";"%";"122.3197";"um";"38.4757";"um";"34.9779";"um";"35.9053";"um";""
"48";"-28.0520";"um";"-43.0764";"um";"1081.5329";"um2";"7907.7384";"um2";"30339.1300";"um3";"0.070";"%";"126.4467";"um";"39.8748";"um";"37.0766";"um";"37.1086";"um";""
"49";"-24.4937";"um";"-39.9168";"um";"969.9539";"um2";"6492.1830";"um2";"23757.7551";"um3";"0.063";"%";"120.1010";"um";"38.4757";"um";"34.2783";"um";"35.1423";"um";""
"50";"-28.6400";"um";"-44.2567";"um";"1060.9789";"um2";"7194.8539";"um2";"30386.4854";"um3";"0.069";"%";"127.4360";"um";"41.9735";"um";"34.2783";"um";"36.7543";"um";""
"51";"-23.3735";"um";"-41.3248";"um";"783.4996";"um2";"6101.4803";"um2";"18313.1627";"um3";"0.051";"%";"109.5579";"um";"35.6775";"um";"30.0810";"um";"31.5845";"um";""
"52";"-28.4942";"um";"-44.0539";"um";"607.3223";"um2";"5449.8562";"um2";"17305.1721";"um3";"0.039";"%";"98.0255";"um";"34.2783";"um";"24.4845";"um";"27.8077";"um";""
"53";"-27.4462";"um";"-41.1915";"um";"1119.7046";"um2";"7731.3619";"um2";"30731.5856";"um3";"0.073";"%";"129.0752";"um";"40.5744";"um";"36.3770";"um";"37.7578";"um";""
"54";"-29.3255";"um";"-45.3370";"um";"1176.4729";"um2";"7821.2796";"um2";"34500.6981";"um3";"0.076";"%";"134.6717";"um";"41.9735";"um";"36.3770";"um";"38.7031";"um";""
"55";"-27.5157";"um";"-42.6071";"um";"1084.9586";"um2";"8499.7005";"um2";"29853.4334";"um3";"0.070";"%";"132.6227";"um";"38.4757";"um";"34.9779";"um";"37.1674";"um";""
"56";"-23.9317";"um";"-39.8953";"um";"966.0389";"um2";"7439.8405";"um2";"23118.9762";"um3";"0.063";"%";"122.0093";"um";"39.1752";"um";"35.6775";"um";"35.0713";"um";""
"57";"-30.0463";"um";"-42.0593";"um";"873.5458";"um2";"5280.3854";"um2";"26246.8290";"um3";"0.057";"%";"116.0443";"um";"33.5788";"um";"32.8792";"um";"33.3502";"um";""
"58";"-27.2364";"um";"-42.6000";"um";"572.5762";"um2";"4862.6072";"um2";"15594.9307";"um3";"0.037";"%";"96.2166";"um";"28.6819";"um";"27.9823";"um";"27.0005";"um";""
"59";"-24.9180";"um";"-40.2979";"um";"1006.1681";"um2";"7280.4326";"um2";"25071.7050";"um3";"0.065";"%";"129.5844";"um";"42.6730";"um";"34.2783";"um";"35.7924";"um";""
"60";"-26.5304";"um";"-40.7249";"um";"1071.2559";"um2";"6846.1852";"um2";"28420.8078";"um3";"0.070";"%";"128.4957";"um";"41.9735";"um";"33.5788";"um";"36.9319";"um";""
"61";"-33.3893";"um";"-50.1913";"um";"1215.1340";"um2";"8328.9518";"um2";"40572.4673";"um3";"0.079";"%";"137.4699";"um";"43.3726";"um";"34.9779";"um";"39.3339";"um";""
"62";"-28.2878";"um";"-44.6272";"um";"620.5356";"um2";"5729.1928";"um2";"17553.5766";"um3";"0.040";"%";"100.7534";"um";"31.4801";"um";"27.2828";"um";"28.1085";"um";""
"63";"-28.1606";"um";"-42.0033";"um";"1009.5938";"um2";"6030.2265";"um2";"28430.7273";"um3";"0.066";"%";"123.3090";"um";"38.4757";"um";"34.2783";"um";"35.8532";"um";""
"64";"-30.3812";"um";"-45.7814";"um";"855.9281";"um2";"7149.0627";"um2";"26004.1120";"um3";"0.056";"%";"120.8503";"um";"38.4757";"um";"32.8792";"um";"33.0121";"um";""
"65";"-29.4951";"um";"-42.6511";"um";"1160.8127";"um2";"6311.6487";"um2";"34238.2397";"um3";"0.075";"%";"129.8948";"um";"41.9735";"um";"34.2783";"um";"38.4447";"um";""
"66";"-25.4530";"um";"-39.9704";"um";"547.6178";"um2";"4516.5082";"um2";"13938.5416";"um3";"0.036";"%";"92.0895";"um";"25.1841";"um";"30.7806";"um";"26.4055";"um";""
"67";"-23.8847";"um";"-38.9168";"um";"881.3759";"um2";"6482.7439";"um2";"21051.3727";"um3";"0.057";"%";"116.5535";"um";"34.9779";"um";"32.1797";"um";"33.4993";"um";""
"68";"-22.0836";"um";"-37.9308";"um";"765.3925";"um2";"5956.3858";"um2";"16902.6228";"um3";"0.050";"%";"110.6467";"um";"38.4757";"um";"29.3814";"um";"31.2174";"um";""
"69";"-25.4914";"um";"-41.2255";"um";"728.6889";"um2";"5823.6090";"um2";"18575.3135";"um3";"0.047";"%";"105.6006";"um";"35.6775";"um";"27.2828";"um";"30.4597";"um";""
"70";"-27.3310";"um";"-43.3480";"um";"983.6566";"um2";"7212.8318";"um2";"26884.3534";"um3";"0.064";"%";"125.4574";"um";"34.9779";"um";"35.6775";"um";"35.3897";"um";""
"71";"-25.8717";"um";"-42.9902";"um";"1179.8985";"um2";"9264.9009";"um2";"30525.9752";"um3";"0.077";"%";"162.9523";"um";"46.8704";"um";"36.3770";"um";"38.7594";"um";""
"72";"-25.2350";"um";"-38.1300";"um";"1035.5310";"um2";"6734.9046";"um2";"26131.6027";"um3";"0.067";"%";"126.2770";"um";"43.3726";"um";"32.8792";"um";"36.3109";"um";""
"73";"-26.0324";"um";"-40.4007";"um";"652.3454";"um2";"5375.9402";"um2";"16982.1371";"um3";"0.042";"%";"98.7748";"um";"30.7806";"um";"30.7806";"um";"28.8200";"um";""
"74";"-24.0090";"um";"-39.6215";"um";"848.5873";"um2";"6522.7328";"um2";"20373.7078";"um3";"0.055";"%";"116.0734";"um";"37.7761";"um";"31.4801";"um";"32.8703";"um";""
"75";"-30.1086";"um";"-38.5211";"um";"911.2282";"um2";"5047.8095";"um2";"27435.7746";"um3";"0.059";"%";"119.3517";"um";"40.5744";"um";"30.0810";"um";"34.0619";"um";""
"76";"-20.2977";"um";"-34.6377";"um";"745.3279";"um2";"5880.9568";"um2";"15128.4294";"um3";"0.048";"%";"116.3134";"um";"32.8792";"um";"30.7806";"um";"30.8055";"um";""
