CSV Version;1
"File name";"63_3b_shiny_10x.rpt"
"Title";"63_3b_shiny_10x"
"Measurement date";"11/23/2016"
"Measurement time";"1:59:26 PM"
"User mode";"Expert"
"Objective lens";"Standard lens 10.0";"x"
"NA";"0.300"
"Size";"Super fine"
"Mode";"Surface profile"
"RPD";"ON"
"Quality";"High accuracy"
"Pitch";"2.000 ";"um"
"Z measurement distance";"213.230 ";"um"
"Double scan";"Auto(ON)"
"Brightness1";"6710"
"Brightness2";"7557"
"ND filter";"1";"%";"10";"%"
"Optical zoom";"1.0";"x"
"Average count";"1";"time"
"Filter";"OFF"
"Fine mode";"ON"
"Line count";"---"
"Line position1";"---"
"Line position2";"---"
"Line position3";"---"
"Camera gain";"0";"dB"
"Shutter speed";"Auto"
"White balance mode";"Auto"
"White balance R";"135"
"White balance B";"157"
"Intensity correction mode";"Gamma correction"
"Gamma correction value";"0.45"
"Gamma offset";"0";"%"
"W/B inversion";"OFF"
"Head type";"VK-X210"
"Correct intensity eccentricity";"ON"
"Correct field curvature";"ON"
"XY calibration";"699.558 ";"nm/pixel"
"Z calibration";"0.100 ";"nm/digit"
"Saturation";"5"
"Contrast";"5"
"Brightness";"0"
"AI noise elimination";"Auto(ON)"
"Angled surface noise filter";"Auto(ON)"

"Bump measurement"
"";"Average height";"";"Max. height";"";"C.S. area";"";"Surface area";"";"Volume";"";"Area ratio";"";"Perimeter";"";"Horz. Feret diameter";"";"Vert. Feret diameter";"";"Circle equivalent dia";"";"Comment"
"38";"-21.9709";"um";"-30.1443";"um";"1041.8930";"um2";"4930.0712";"um2";"22891.3474";"um3";"0.068";"%";"128.6654";"um";"36.3770";"um";"37.7761";"um";"36.4222";"um";""
"39";"-22.9661";"um";"-32.3981";"um";"1270.4341";"um2";"5599.8727";"um2";"29176.9104";"um3";"0.083";"%";"136.5800";"um";"46.8704";"um";"37.7761";"um";"40.2190";"um";""
"40";"-22.3284";"um";"-31.9860";"um";"1181.3667";"um2";"6509.5479";"um2";"26378.0645";"um3";"0.077";"%";"137.3996";"um";"46.1708";"um";"34.2783";"um";"38.7835";"um";""
"41";"-18.0164";"um";"-27.1770";"um";"1182.3455";"um2";"6297.0527";"um2";"21301.6522";"um3";"0.077";"%";"137.1596";"um";"43.3726";"um";"37.7761";"um";"38.7996";"um";""
"42";"-23.2358";"um";"-35.3930";"um";"754.1367";"um2";"4368.6209";"um2";"17522.9337";"um3";"0.049";"%";"111.5365";"um";"34.2783";"um";"30.7806";"um";"30.9870";"um";""
"43";"-14.3855";"um";"-24.0501";"um";"1103.0657";"um2";"5665.0432";"um2";"15868.1841";"um3";"0.072";"%";"129.6547";"um";"41.2739";"um";"34.9779";"um";"37.4762";"um";""
"44";"-25.7857";"um";"-39.5597";"um";"968.9752";"um2";"6389.3340";"um2";"24985.6564";"um3";"0.063";"%";"121.8105";"um";"37.7761";"um";"31.4801";"um";"35.1246";"um";""
"45";"-20.8340";"um";"-31.4710";"um";"1189.6862";"um2";"6089.3453";"um2";"24785.9396";"um3";"0.077";"%";"139.3783";"um";"48.2695";"um";"34.9779";"um";"38.9199";"um";""
"46";"-22.2476";"um";"-32.8620";"um";"1396.6945";"um2";"6540.3491";"um2";"31073.1459";"um3";"0.091";"%";"145.5542";"um";"48.9691";"um";"39.1752";"um";"42.1702";"um";""
"47";"-18.3486";"um";"-29.6777";"um";"841.2466";"um2";"4894.0422";"um2";"15435.7396";"um3";"0.055";"%";"115.6636";"um";"39.8748";"um";"28.6819";"um";"32.7278";"um";""
"48";"-19.4248";"um";"-31.0412";"um";"1052.1700";"um2";"4785.0545";"um2";"20438.1759";"um3";"0.068";"%";"127.4360";"um";"41.9735";"um";"36.3770";"um";"36.6014";"um";""
"49";"-21.9086";"um";"-31.6388";"um";"1209.2614";"um2";"5511.8631";"um2";"26493.2773";"um3";"0.079";"%";"133.7818";"um";"44.0722";"um";"36.3770";"um";"39.2387";"um";""
"50";"-20.1358";"um";"-30.4554";"um";"932.2716";"um2";"5486.3705";"um2";"18772.0788";"um3";"0.061";"%";"126.6868";"um";"40.5744";"um";"31.4801";"um";"34.4529";"um";""
"51";"-21.8976";"um";"-32.0123";"um";"935.6972";"um2";"5908.7573";"um2";"20489.5304";"um3";"0.061";"%";"119.9312";"um";"39.1752";"um";"32.1797";"um";"34.5162";"um";""
"52";"-17.9149";"um";"-28.8497";"um";"1308.1165";"um2";"6006.5373";"um2";"23434.7178";"um3";"0.085";"%";"142.1765";"um";"46.1708";"um";"34.9779";"um";"40.8111";"um";""
"53";"-17.6058";"um";"-27.8315";"um";"1120.1940";"um2";"4855.3503";"um2";"19721.9257";"um3";"0.073";"%";"129.0049";"um";"41.9735";"um";"36.3770";"um";"37.7661";"um";""
"54";"-20.1808";"um";"-31.2897";"um";"818.7351";"um2";"3758.2162";"um2";"16522.6966";"um3";"0.053";"%";"118.9419";"um";"37.0766";"um";"32.8792";"um";"32.2869";"um";""
"55";"-25.2486";"um";"-37.6912";"um";"1085.4479";"um2";"7981.2942";"um2";"27406.0864";"um3";"0.071";"%";"128.2556";"um";"44.7717";"um";"32.8792";"um";"37.1757";"um";""
"56";"-24.1188";"um";"-34.9408";"um";"1016.9345";"um2";"6630.3260";"um2";"24527.2294";"um3";"0.066";"%";"123.3090";"um";"39.1752";"um";"34.2783";"um";"35.9833";"um";""
"57";"-20.2805";"um";"-31.5985";"um";"901.9299";"um2";"5272.8431";"um2";"18291.6124";"um3";"0.059";"%";"117.8120";"um";"38.4757";"um";"34.2783";"um";"33.8877";"um";""
"58";"-23.4423";"um";"-31.7179";"um";"1127.0454";"um2";"5206.2091";"um2";"26420.5786";"um3";"0.073";"%";"126.2770";"um";"39.1752";"um";"37.0766";"um";"37.8814";"um";""
"59";"-19.5292";"um";"-30.3573";"um";"962.6132";"um2";"4555.3676";"um2";"18799.0891";"um3";"0.063";"%";"126.4467";"um";"37.0766";"um";"34.2783";"um";"35.0091";"um";""
"60";"-22.1453";"um";"-32.8529";"um";"932.7609";"um2";"5344.7719";"um2";"20656.2543";"um3";"0.061";"%";"116.5535";"um";"33.5788";"um";"35.6775";"um";"34.4620";"um";""
"61";"-19.1756";"um";"-30.5975";"um";"1157.8764";"um2";"5665.5059";"um2";"22203.0283";"um3";"0.075";"%";"131.5631";"um";"41.9735";"um";"39.1752";"um";"38.3960";"um";""
"62";"-19.6914";"um";"-31.2114";"um";"1175.4941";"um2";"5485.0441";"um2";"23147.0997";"um3";"0.076";"%";"141.4563";"um";"46.1708";"um";"38.4757";"um";"38.6870";"um";""
"63";"-18.9123";"um";"-30.3850";"um";"1243.0287";"um2";"5031.9968";"um2";"23508.4872";"um3";"0.081";"%";"135.0815";"um";"42.6730";"um";"37.7761";"um";"39.7828";"um";""
"64";"-17.4236";"um";"-28.9423";"um";"1317.9041";"um2";"6569.9477";"um2";"22962.6622";"um3";"0.086";"%";"142.2468";"um";"44.7717";"um";"37.7761";"um";"40.9635";"um";""
"65";"-15.4922";"um";"-25.2399";"um";"1094.2568";"um2";"5572.7502";"um2";"16952.4072";"um3";"0.071";"%";"128.8352";"um";"41.2739";"um";"36.3770";"um";"37.3263";"um";""
"66";"-19.6363";"um";"-28.9443";"um";"1237.6455";"um2";"5684.2734";"um2";"24302.8378";"um3";"0.080";"%";"134.4316";"um";"42.6730";"um";"39.1752";"um";"39.6966";"um";""
"67";"-21.7892";"um";"-29.9110";"um";"1178.9198";"um2";"6225.1969";"um2";"25687.7635";"um3";"0.077";"%";"132.2129";"um";"41.9735";"um";"38.4757";"um";"38.7434";"um";""
"68";"-25.6861";"um";"-36.3975";"um";"1036.5098";"um2";"6265.3057";"um2";"26623.9435";"um3";"0.067";"%";"122.7295";"um";"39.8748";"um";"33.5788";"um";"36.3280";"um";""
"69";"-16.1143";"um";"-26.6255";"um";"1197.5163";"um2";"6363.0972";"um2";"19297.1728";"um3";"0.078";"%";"134.0218";"um";"44.0722";"um";"37.0766";"um";"39.0477";"um";""
"70";"-20.4653";"um";"-31.1465";"um";"954.7831";"um2";"5162.9354";"um2";"19539.8925";"um3";"0.062";"%";"122.4894";"um";"38.4757";"um";"34.2783";"um";"34.8664";"um";""
"71";"-20.7457";"um";"-29.6572";"um";"998.8274";"um2";"5713.4112";"um2";"20721.3979";"um3";"0.065";"%";"123.1393";"um";"40.5744";"um";"32.8792";"um";"35.6616";"um";""
"72";"-24.7182";"um";"-37.4212";"um";"913.6751";"um2";"5773.8586";"um2";"22584.4154";"um3";"0.059";"%";"115.1544";"um";"37.0766";"um";"31.4801";"um";"34.1076";"um";""
"73";"-22.4847";"um";"-31.4243";"um";"993.4442";"um2";"5657.3281";"um2";"22337.3356";"um3";"0.065";"%";"123.2096";"um";"37.7761";"um";"34.2783";"um";"35.5653";"um";""
"74";"-18.6379";"um";"-27.7441";"um";"1125.5772";"um2";"5315.6984";"um2";"20978.4171";"um3";"0.073";"%";"129.4147";"um";"41.9735";"um";"36.3770";"um";"37.8567";"um";""
"75";"-16.0298";"um";"-24.8128";"um";"1173.5366";"um2";"5743.3246";"um2";"18811.5582";"um3";"0.076";"%";"129.4147";"um";"42.6730";"um";"36.3770";"um";"38.6548";"um";""
"76";"-13.9490";"um";"-22.3904";"um";"1382.0131";"um2";"7180.4858";"um2";"19277.7459";"um3";"0.090";"%";"147.9427";"um";"49.6686";"um";"37.7761";"um";"41.9480";"um";""
"77";"-22.6777";"um";"-35.5086";"um";"1146.6206";"um2";"6971.7267";"um2";"26002.6771";"um3";"0.074";"%";"129.8245";"um";"41.9735";"um";"37.0766";"um";"38.2089";"um";""
"78";"-20.1912";"um";"-29.4420";"um";"1271.9022";"um2";"6231.9774";"um2";"25681.1824";"um3";"0.083";"%";"142.5863";"um";"44.7717";"um";"39.1752";"um";"40.2422";"um";""
"79";"-19.2594";"um";"-30.3027";"um";"1243.0287";"um2";"5580.5023";"um2";"23939.9848";"um3";"0.081";"%";"142.7560";"um";"48.2695";"um";"37.7761";"um";"39.7828";"um";""
"80";"-18.7326";"um";"-30.8013";"um";"1305.1802";"um2";"6399.1963";"um2";"24449.3585";"um3";"0.085";"%";"137.6397";"um";"43.3726";"um";"38.4757";"um";"40.7653";"um";""
"81";"-21.9929";"um";"-31.8153";"um";"964.0813";"um2";"5069.6354";"um2";"21202.9664";"um3";"0.063";"%";"117.8823";"um";"37.0766";"um";"34.9779";"um";"35.0358";"um";""
"82";"-13.2773";"um";"-21.5893";"um";"1209.7508";"um2";"6255.7860";"um2";"16062.2179";"um3";"0.079";"%";"137.7391";"um";"46.1708";"um";"36.3770";"um";"39.2467";"um";""
"83";"-20.7611";"um";"-31.7452";"um";"833.4165";"um2";"4748.4049";"um2";"17302.6117";"um3";"0.054";"%";"111.9463";"um";"36.3770";"um";"32.1797";"um";"32.5751";"um";""
"84";"-17.7135";"um";"-26.8312";"um";"1180.3879";"um2";"5634.7030";"um2";"20908.7621";"um3";"0.077";"%";"133.7115";"um";"45.4713";"um";"37.0766";"um";"38.7675";"um";""
"85";"-19.3333";"um";"-29.8723";"um";"883.3334";"um2";"4866.7807";"um2";"17077.7361";"um3";"0.057";"%";"115.3241";"um";"41.2739";"um";"28.6819";"um";"33.5365";"um";""
"86";"-22.3848";"um";"-32.6991";"um";"989.0398";"um2";"6025.7165";"um2";"22139.4313";"um3";"0.064";"%";"122.3900";"um";"42.6730";"um";"30.0810";"um";"35.4864";"um";""
"87";"-14.3630";"um";"-23.4318";"um";"1114.8108";"um2";"5336.7152";"um2";"16012.0417";"um3";"0.072";"%";"129.3153";"um";"40.5744";"um";"35.6775";"um";"37.6752";"um";""
"88";"-17.0966";"um";"-25.4887";"um";"1306.1589";"um2";"6062.5814";"um2";"22330.8807";"um3";"0.085";"%";"137.6397";"um";"43.3726";"um";"38.4757";"um";"40.7805";"um";""
"89";"-16.3455";"um";"-25.3756";"um";"1407.9503";"um2";"6624.6968";"um2";"23013.6768";"um3";"0.091";"%";"144.4946";"um";"45.4713";"um";"44.0722";"um";"42.3398";"um";""
"90";"-20.1780";"um";"-32.7394";"um";"1019.8708";"um2";"6667.7237";"um2";"20578.9053";"um3";"0.066";"%";"124.2983";"um";"44.0722";"um";"31.4801";"um";"36.0353";"um";""
"91";"-18.7742";"um";"-29.7217";"um";"1094.2568";"um2";"5419.1464";"um2";"20543.8424";"um3";"0.071";"%";"125.4574";"um";"42.6730";"um";"34.9779";"um";"37.3263";"um";""
"92";"-19.0692";"um";"-31.0466";"um";"670.4525";"um2";"4058.2177";"um2";"12784.9926";"um3";"0.044";"%";"105.9401";"um";"32.1797";"um";"31.4801";"um";"29.2172";"um";""
"93";"-20.3244";"um";"-29.3779";"um";"940.1017";"um2";"4949.8852";"um2";"19106.9866";"um3";"0.061";"%";"118.2921";"um";"40.5744";"um";"32.8792";"um";"34.5973";"um";""
"94";"-20.6854";"um";"-32.4401";"um";"1224.4323";"um2";"6040.4884";"um2";"25327.9137";"um3";"0.080";"%";"134.8414";"um";"44.0722";"um";"37.7761";"um";"39.4841";"um";""
"95";"-15.7303";"um";"-24.3398";"um";"1223.9429";"um2";"5312.4841";"um2";"19252.9404";"um3";"0.080";"%";"135.0112";"um";"44.7717";"um";"37.0766";"um";"39.4762";"um";""
"96";"-13.2117";"um";"-20.4237";"um";"1246.9438";"um2";"5915.5731";"um2";"16474.2180";"um3";"0.081";"%";"134.4316";"um";"43.3726";"um";"38.4757";"um";"39.8454";"um";""
"97";"-19.1232";"um";"-32.0258";"um";"785.9465";"um2";"4880.0087";"um2";"15029.7950";"um3";"0.051";"%";"109.3882";"um";"35.6775";"um";"30.0810";"um";"31.6338";"um";""
"98";"-20.0256";"um";"-29.2298";"um";"799.1598";"um2";"4317.9437";"um2";"16003.6650";"um3";"0.052";"%";"109.7979";"um";"36.3770";"um";"28.6819";"um";"31.8986";"um";""

"Total";"-1970.3351";"um";"-3027.4800";"um";"109799.5674";"um2";"574971.3199";"um2";"2193573.3150";"um3";"7.132";"%";"12885.6719";"um";"4174.2626";"um";"3504.7856";"um";"3689.1861";"um";""
"Max.";"-8.8491";"um";"-17.2042";"um";"1407.9503";"um2";"8173.6759";"um2";"36240.3991";"um3";"0.091";"%";"167.3194";"um";"57.3638";"um";"44.0722";"um";"42.3398";"um";""
"Min.";"-26.9204";"um";"-51.7718";"um";"656.2605";"um2";"3758.2162";"um2";"10198.5570";"um3";"0.043";"%";"105.1908";"um";"32.1797";"um";"28.6819";"um";"28.9063";"um";""
"Ave.";"-20.1055";"um";"-30.8927";"um";"1120.4037";"um2";"5867.0543";"um2";"22383.4012";"um3";"0.073";"%";"131.4864";"um";"42.5945";"um";"35.7631";"um";"37.6448";"um";""
"Std. DV";"3.4280";"um";"4.7078";"um";"175.9725";"um2";"891.3010";"um2";"4718.5371";"um3";"0.011";"%";"11.7682";"um";"4.1433";"um";"3.2418";"um";"3.0683";"um";""
"3sigma";"10.2839";"um";"14.1235";"um";"527.9176";"um2";"2673.9031";"um2";"14155.6113";"um3";"0.034";"%";"35.3047";"um";"12.4300";"um";"9.7254";"um";"9.2050";"um";""

"Concave measurement"
"Thresh.";"150.1586";"um"
"Ignore small areas";"1000";"pixel"
